,Unnamed: 0,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count,tconst,primary_title,start_year,runtime_minutes,G1,G2,G3,id_budg,release_date_budg,production_budget,domestic_gross,worldwide_gross,release_month
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt4420962,The Gift,2017.0,82.0,Drama,,,28,"Dec 19, 2000",10000000,12008642,44567606,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt4420962,The Gift,2017.0,82.0,Drama,,,63,"Aug 7, 2015",5000000,43787265,58978477,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt6354904,The Gift,2016.0,56.0,Documentary,,,28,"Dec 19, 2000",10000000,12008642,44567606,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt6354904,The Gift,2016.0,56.0,Documentary,,,63,"Aug 7, 2015",5000000,43787265,58978477,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt7123436,The Gift,2017.0,86.18724706088021,Drama,,,28,"Dec 19, 2000",10000000,12008642,44567606,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt7123436,The Gift,2017.0,86.18724706088021,Drama,,,63,"Aug 7, 2015",5000000,43787265,58978477,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt7555254,The Gift,2017.0,32.0,Biography,Documentary,Sport,28,"Dec 19, 2000",10000000,12008642,44567606,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt7555254,The Gift,2017.0,32.0,Biography,Documentary,Sport,63,"Aug 7, 2015",5000000,43787265,58978477,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt8474974,The Gift,2018.0,118.0,Drama,,,28,"Dec 19, 2000",10000000,12008642,44567606,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt8474974,The Gift,2018.0,118.0,Drama,,,63,"Aug 7, 2015",5000000,43787265,58978477,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt9054566,The Gift,2019.0,89.0,Documentary,,,28,"Dec 19, 2000",10000000,12008642,44567606,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt9054566,The Gift,2019.0,89.0,Documentary,,,63,"Aug 7, 2015",5000000,43787265,58978477,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt9574444,The Gift,2019.0,86.0,Romance,,,28,"Dec 19, 2000",10000000,12008642,44567606,4
The Gift,1200,[878],133194,en,1.304,2010-04-08,6.6,7,tt9574444,The Gift,2019.0,86.0,Romance,,,63,"Aug 7, 2015",5000000,43787265,58978477,4
The Girl on the Train,12316,[53],241261,en,1.595,2014-07-03,5.9,25,tt2387589,The Girl on the Train,2013.0,80.0,Thriller,,,68,"Oct 7, 2016",45000000,75395035,174278214,7
The Girl on the Train,12316,[53],241261,en,1.595,2014-07-03,5.9,25,tt3631112,The Girl on the Train,2016.0,112.0,Crime,Drama,Mystery,68,"Oct 7, 2016",45000000,75395035,174278214,7
The Girl on the Train,12316,[53],241261,en,1.595,2014-07-03,5.9,25,tt9799088,The Girl on the Train,2018.0,86.18724706088021,Horror,Mystery,Thriller,68,"Oct 7, 2016",45000000,75395035,174278214,7
The Girl with the Dragon Tattoo,2486,"[53, 80, 9648, 18]",65754,en,17.823,2011-12-14,7.3,3971,tt1568346,The Girl with the Dragon Tattoo,2011.0,158.0,Crime,Drama,Mystery,51,"Dec 20, 2011",90000000,102515793,239373970,12
The Giver,11248,"[18, 878]",227156,en,8.687000000000001,2014-08-11,6.5,3075,tt0435651,The Giver,2014.0,97.0,Drama,Romance,Sci-Fi,2,"Aug 15, 2014",25000000,45090374,66540205,8
The Good Dinosaur,14215,"[12, 16, 10751]",105864,en,17.675,2015-11-25,6.7,3135,tt1979388,The Good Dinosaur,2015.0,93.0,Adventure,Animation,Comedy,73,"Nov 25, 2015",187500000,123087120,333771037,11
The Gospel of John,13820,[18],332675,en,0.6,2014-12-01,5.4,5,tt3454828,The Gospel of John,2014.0,160.0,Drama,,,2,"Sep 26, 2003",11000000,4068087,4234355,12
The Grace Card,3404,[18],54897,en,2.142,2011-02-25,6.5,18,tt1544600,The Grace Card,2010.0,101.0,Drama,,,18,"Feb 25, 2011",200000,2430735,2430735,2
The Grand Budapest Hotel,11061,"[35, 18]",120467,en,18.31,2014-03-07,8.0,8091,tt2278388,The Grand Budapest Hotel,2014.0,99.0,Adventure,Comedy,Crime,27,"Mar 7, 2014",31000000,59076019,163981261,3
The Great Gatsby,7924,"[18, 10749]",64682,en,15.397,2013-05-10,7.4,7120,tt1343092,The Great Gatsby,2013.0,143.0,Drama,Romance,,70,"May 10, 2013",190000000,144840419,351040419,5
The Great Gatsby,7924,"[18, 10749]",64682,en,15.397,2013-05-10,7.4,7120,tt1343092,The Great Gatsby,2013.0,143.0,Drama,Romance,,100,"Mar 29, 1974",7000000,26533200,26533200,5
The Great Wall,20666,"[28, 12, 14]",311324,en,19.144000000000002,2017-02-17,5.8,2775,tt2034800,The Great Wall,2016.0,103.0,Action,Adventure,Fantasy,92,"Feb 17, 2017",150000000,45157105,334486852,2
The Great Wall,20666,"[28, 12, 14]",311324,en,19.144000000000002,2017-02-17,5.8,2775,tt7535780,The Great Wall,2017.0,72.0,Documentary,,,92,"Feb 17, 2017",150000000,45157105,334486852,2
The Greatest Showman,20649,[18],316029,en,22.009,2017-12-20,8.0,5197,tt1485796,The Greatest Showman,2017.0,105.0,Biography,Drama,Musical,25,"Dec 20, 2017",84000000,174340174,386665550,12
The Green Hornet,2519,"[28, 80, 35]",40805,en,14.501,2011-01-13,5.5,1897,tt0990407,The Green Hornet,2011.0,119.0,Action,Comedy,Crime,29,"Jan 14, 2011",110000000,98780042,229155503,1
The Green Inferno,7948,"[28, 12, 27, 53]",171424,en,13.67,2013-11-02,5.2,619,tt2403021,The Green Inferno,2013.0,100.0,Adventure,Horror,,31,"Sep 25, 2015",1000000,7192291,12931420,11
The Grey,2543,"[18, 53, 28, 12]",75174,en,12.942,2012-01-27,6.5,2280,tt1601913,The Grey,2011.0,117.0,Action,Adventure,Drama,95,"Jan 27, 2012",25000000,51580136,81249176,1
The Guard,2622,"[28, 35, 53, 80]",67913,en,10.177,2011-07-29,6.9,563,tt1540133,The Guard,2011.0,96.0,Comedy,Crime,Thriller,54,"Jul 29, 2011",6000000,5359774,21197454,7
The Guardian,1507,[18],248649,en,0.84,2010-10-01,5.3,2,tt1756811,The Guardian,2011.0,90.0,Drama,,,22,"Sep 29, 2006",70000000,55011732,94973540,10
The Guardian,1507,[18],248649,en,0.84,2010-10-01,5.3,2,tt1805446,The Guardian,2010.0,50.0,Documentary,,,22,"Sep 29, 2006",70000000,55011732,94973540,10
The Guardian,1507,[18],248649,en,0.84,2010-10-01,5.3,2,tt5270724,The Guardian,2015.0,10.0,Documentary,,,22,"Sep 29, 2006",70000000,55011732,94973540,10
The Guardian,1507,[18],248649,en,0.84,2010-10-01,5.3,2,tt5594956,The Guardian,2016.0,72.0,Action,Mystery,Sci-Fi,22,"Sep 29, 2006",70000000,55011732,94973540,10
The Guilt Trip,5348,[35],82687,en,8.939,2012-12-19,5.4,403,tt1694020,The Guilt Trip,2012.0,95.0,Comedy,Drama,,59,"Dec 19, 2012",40000000,37134215,41294674,12
The Gunman,14306,"[28, 18, 80]",266396,en,10.388,2015-03-20,5.7,583,tt2515034,The Gunman,2015.0,115.0,Action,Crime,Drama,15,"Mar 20, 2015",40000000,10664749,18594227,3
The Gunman,14306,"[28, 18, 80]",266396,en,10.388,2015-03-20,5.7,583,tt5241920,The Gunman,2016.0,86.18724706088021,Western,,,15,"Mar 20, 2015",40000000,10664749,18594227,3
The Hammer,869,"[18, 35]",74447,en,1.9609999999999999,2010-10-26,6.5,16,tt1094666,The Hammer,2010.0,108.0,Biography,Drama,Sport,50,"Mar 21, 2008",850000,442638,442638,10
The Hangover Part II,2469,[35],45243,en,32.266,2011-05-25,6.4,6231,tt1411697,The Hangover Part II,2011.0,102.0,Comedy,Mystery,,39,"May 26, 2011",80000000,254464305,586464305,5
The Hate U Give,23912,"[80, 18]",470044,en,19.135,2018-10-19,8.2,636,tt5580266,The Hate U Give,2018.0,133.0,Crime,Drama,,78,"Oct 5, 2018",23000000,29719483,35067665,10
The Hateful Eight,14194,"[80, 18, 9648, 37]",273248,en,20.680999999999997,2015-12-25,7.7,8065,tt3460252,The Hateful Eight,2015.0,168.0,Crime,Drama,Mystery,33,"Dec 25, 2015",62000000,54117416,147864886,12
The Heat,7906,"[28, 35, 80]",136795,en,16.912,2013-06-28,6.6,2441,tt2404463,The Heat,2013.0,117.0,Action,Comedy,Crime,35,"Jun 28, 2013",43000000,159581587,229727774,6
The Help,2552,[18],50014,en,12.597999999999999,2011-08-10,8.1,3944,tt1454029,The Help,2011.0,146.0,Drama,,,63,"Aug 10, 2011",25000000,169705587,213120004,8
The Helpers,8695,[27],114635,en,2.736,2013-08-16,3.7,12,tt1854582,No Vacancy,2012.0,81.0,Horror,,,63,"Dec 31, 2012",4000000,0,0,8
The Hit List,2890,"[28, 53]",58626,en,6.2410000000000005,2011-04-03,5.4,116,tt1575694,The Hit List,2011.0,90.0,Action,Thriller,,95,"May 10, 2011",6000000,0,0,4
The Hobbit: An Unexpected Journey,5180,"[12, 14, 28]",49051,en,26.939,2012-12-14,7.2,12076,tt0903624,The Hobbit: An Unexpected Journey,2012.0,169.0,Adventure,Family,Fantasy,19,"Dec 14, 2012",250000000,303003568,1017003568,12
The Hobbit: The Battle of the Five Armies,11020,"[28, 12, 14]",122917,en,53.783,2014-12-17,7.3,8392,tt2310332,The Hobbit: The Battle of the Five Armies,2014.0,144.0,Adventure,Fantasy,,22,"Dec 17, 2014",250000000,255119788,945577621,12
The Hobbit: The Desolation of Smaug,7890,"[12, 14, 28]",57158,en,21.275,2013-12-13,7.6,7739,tt1170358,The Hobbit: The Desolation of Smaug,2013.0,161.0,Adventure,Fantasy,,21,"Dec 13, 2013",250000000,258366855,960366855,12
The Homesman,11286,"[37, 18]",264656,en,8.232000000000001,2014-08-29,6.5,389,tt2398231,The Homesman,2014.0,122.0,Drama,Western,,70,"Nov 14, 2014",16000000,2429989,8217571,8
The Host,7982,"[28, 12, 10749, 878, 53]",72710,en,11.458,2013-03-29,6.2,2788,tt1517260,The Host,2013.0,125.0,Action,Adventure,Drama,68,"Mar 29, 2013",50000000,26623701,64477051,3
The Host,7982,"[28, 12, 10749, 878, 53]",72710,en,11.458,2013-03-29,6.2,2788,tt5537146,The Host,2015.0,60.0,Documentary,,,68,"Mar 29, 2013",50000000,26623701,64477051,3
The House,20888,[35],345914,en,9.62,2017-06-30,5.7,474,tt1961562,The House,2011.0,109.0,Drama,Mystery,Thriller,86,"Jun 30, 2017",40000000,25584504,31192425,6
The House,20888,[35],345914,en,9.62,2017-06-30,5.7,474,tt2416192,The House,2013.0,86.18724706088021,Thriller,,,86,"Jun 30, 2017",40000000,25584504,31192425,6
The House,20888,[35],345914,en,9.62,2017-06-30,5.7,474,tt2428826,The House,2012.0,111.0,Drama,,,86,"Jun 30, 2017",40000000,25584504,31192425,6
The House,20888,[35],345914,en,9.62,2017-06-30,5.7,474,tt4481514,The House,2017.0,88.0,Comedy,Crime,,86,"Jun 30, 2017",40000000,25584504,31192425,6
The House,20888,[35],345914,en,9.62,2017-06-30,5.7,474,tt7208440,The Preachers House,2018.0,86.18724706088021,Horror,,,86,"Jun 30, 2017",40000000,25584504,31192425,6
The Hundred-Foot Journey,11280,[18],228194,en,8.26,2014-08-08,7.3,785,tt2980648,The Hundred-Foot Journey,2014.0,122.0,Comedy,Drama,,13,"Aug 8, 2014",22000000,54235441,94270488,8
The Hunger Games,5235,"[878, 12, 14]",70160,en,14.212,2012-03-23,7.1,14587,tt1392170,The Hunger Games,2012.0,142.0,Action,Adventure,Sci-Fi,38,"Mar 23, 2012",80000000,408010692,677923379,3
The Hunger Games: Catching Fire,7893,"[12, 28, 878]",101299,en,20.187,2013-11-22,7.4,11170,tt1951264,The Hunger Games: Catching Fire,2013.0,146.0,Action,Adventure,Sci-Fi,38,"Nov 22, 2013",130000000,424668047,864868047,11
The Hunger Games: Mockingjay - Part 1,11025,"[878, 12, 53]",131631,en,33.836999999999996,2014-11-21,6.8,10087,tt1951265,The Hunger Games: Mockingjay - Part 1,2014.0,123.0,Action,Adventure,Sci-Fi,62,"Nov 21, 2014",125000000,337135885,766575131,11
The Hunger Games: Mockingjay - Part 2,14202,"[28, 12, 878]",131634,en,19.487000000000002,2015-11-18,6.8,7609,tt1951266,The Hunger Games: Mockingjay - Part 2,2015.0,137.0,Action,Adventure,Sci-Fi,39,"Nov 20, 2015",160000000,281723902,648986787,11
The Hunted,11859,[53],292108,en,2.897,2014-09-09,5.2,10,tt10328498,The Hunted,2019.0,86.18724706088021,Action,,,28,"Mar 14, 2003",55000000,34234008,47213095,9
The Hunted,11859,[53],292108,en,2.897,2014-09-09,5.2,10,tt2322932,The Hunted,2015.0,90.0,Action,Comedy,Horror,28,"Mar 14, 2003",55000000,34234008,47213095,9
The Hunted,11859,[53],292108,en,2.897,2014-09-09,5.2,10,tt2928902,The Hunted,2014.0,86.18724706088021,Horror,,,28,"Mar 14, 2003",55000000,34234008,47213095,9
The Hunted,11859,[53],292108,en,2.897,2014-09-09,5.2,10,tt3149900,The Hunted,2013.0,89.0,Horror,Mystery,Thriller,28,"Mar 14, 2003",55000000,34234008,47213095,9
The Hunted,11859,[53],292108,en,2.897,2014-09-09,5.2,10,tt6323218,The Hunted,2016.0,77.0,Thriller,,,28,"Mar 14, 2003",55000000,34234008,47213095,9
The Hunted,11859,[53],292108,en,2.897,2014-09-09,5.2,10,tt8713112,The Hunted,2019.0,90.0,Adventure,Comedy,Drama,28,"Mar 14, 2003",55000000,34234008,47213095,9
The Hurricane Heist,24023,"[28, 80, 53]",430040,en,13.335,2018-03-09,5.4,476,tt5360952,The Hurricane Heist,2018.0,103.0,Action,Adventure,Crime,22,"Mar 9, 2018",40000000,6115824,30963684,3
The Iceman,5285,"[53, 80, 18]",68812,en,11.248,2012-09-01,6.5,562,tt1491044,The Iceman,2012.0,106.0,Biography,Crime,Drama,81,"May 3, 2013",10000000,1930282,3623609,9
The Ides of March,2626,[18],10316,en,10.127,2011-10-07,6.7,1405,tt1124035,The Ides of March,2011.0,101.0,Drama,Thriller,,76,"Oct 7, 2011",23000000,40962534,77735925,10
The Illusionist,215,"[16, 18]",41201,fr,8.404,2010-12-25,7.4,280,tt0775489,The Illusionist,2010.0,80.0,Animation,Drama,,22,"Aug 18, 2006",16500000,39868642,83792062,12
The Image Revolution,9309,[99],250902,en,1.3130000000000002,2013-11-21,6.3,4,tt2294916,The Image Revolution,2014.0,81.0,Biography,Documentary,,26,"Dec 31, 2014",50000,0,0,11
The Imitation Game,11026,"[36, 18, 53, 10752]",205596,en,33.078,2014-12-19,8.1,10396,tt2084970,The Imitation Game,2014.0,114.0,Biography,Drama,Thriller,6,"Nov 28, 2014",15000000,91125143,227740463,12
The Immigrant,8106,"[18, 10749]",152599,en,8.145,2013-10-06,6.2,438,tt1951181,The Immigrant,2013.0,120.0,Drama,Romance,,72,"May 16, 2014",16000000,2013456,7585011,10
The Immigrant,8106,"[18, 10749]",152599,en,8.145,2013-10-06,6.2,438,tt4666530,The Immigrant,2015.0,47.0,Documentary,,,72,"May 16, 2014",16000000,2013456,7585011,10
The Immigrant,8106,"[18, 10749]",152599,en,8.145,2013-10-06,6.2,438,tt6594436,The Immigrant,2017.0,65.0,Drama,,,72,"May 16, 2014",16000000,2013456,7585011,10
The Impossible,5228,"[53, 18]",80278,en,14.66,2012-12-04,7.2,3614,tt1649419,The Impossible,2012.0,114.0,Drama,History,Thriller,100,"Dec 21, 2012",40000000,19019882,169590606,12
The Incredible Burt Wonderstone,8045,[35],124459,en,9.362,2013-03-15,5.4,920,tt0790628,The Incredible Burt Wonderstone,2013.0,100.0,Adventure,Comedy,Fantasy,7,"Mar 15, 2013",32000000,22537881,27392609,3
The Infiltrator,17606,"[80, 18, 53]",325789,en,9.588,2016-07-13,6.6,943,tt1355631,The Infiltrator,2016.0,127.0,Biography,Crime,Drama,32,"Jul 13, 2016",47500000,15436808,20718104,7
The Innkeepers,2703,"[27, 53]",58428,en,8.494,2011-12-30,5.5,324,tt1594562,The Innkeepers,2011.0,101.0,Drama,Horror,Mystery,78,"Feb 3, 2012",750000,78396,1011535,12
The Intern,14241,[35],257211,en,14.377,2015-09-25,7.1,3373,tt2361509,The Intern,2015.0,121.0,Comedy,Drama,,6,"Sep 25, 2015",40000000,75764672,197115710,9
The Internship,10414,[35],116741,en,0.6,2013-06-07,6.2,2631,tt2234155,The Internship,2013.0,119.0,Comedy,,,63,"Jun 7, 2013",58000000,44672764,93672764,6
The Interview,11078,"[28, 35]",228967,en,15.501,2014-12-25,6.2,3579,tt2124946,The Interview,2011.0,86.18724706088021,Drama,,,33,"Feb 6, 2014",44000000,6105175,12342632,12
The Interview,11078,"[28, 35]",228967,en,15.501,2014-12-25,6.2,3579,tt2533492,Courting a Killer,2013.0,80.0,Horror,Mystery,Thriller,33,"Feb 6, 2014",44000000,6105175,12342632,12
The Interview,11078,"[28, 35]",228967,en,15.501,2014-12-25,6.2,3579,tt2788710,The Interview,2014.0,112.0,Comedy,,,33,"Feb 6, 2014",44000000,6105175,12342632,12
The Interview,11078,"[28, 35]",228967,en,15.501,2014-12-25,6.2,3579,tt7391246,The Interview,2017.0,73.0,Documentary,,,33,"Feb 6, 2014",44000000,6105175,12342632,12
The Invitation,14305,[53],306947,en,10.424000000000001,2015-03-13,6.5,1063,tt2400463,The Invitation,2015.0,100.0,Drama,Horror,Mystery,74,"Apr 8, 2016",1000000,231738,354836,3
The Invitation,14305,[53],306947,en,10.424000000000001,2015-03-13,6.5,1063,tt4546370,The Invitation,2015.0,6.0,Documentary,,,74,"Apr 8, 2016",1000000,231738,354836,3
The Iron Lady,2675,"[36, 18]",71688,en,8.987,2011-12-30,6.4,899,tt1007029,The Iron Lady,2011.0,105.0,Biography,Drama,,90,"Jan 13, 2012",14000000,29959436,115592104,12
The Joneses,349,"[35, 18]",41479,en,6.4239999999999995,2010-04-16,6.2,312,tt1152830,The Joneses,2011.0,117.0,Comedy,Drama,,88,"Apr 16, 2010",10000000,1475746,3541565,4
The Joneses,349,"[35, 18]",41479,en,6.4239999999999995,2010-04-16,6.2,312,tt4360484,The Joneses,2016.0,80.0,Biography,Documentary,,88,"Apr 16, 2010",10000000,1475746,3541565,4
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt1627937,The Journey,2010.0,86.18724706088021,Family,,,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt2099755,The Journey,2011.0,13.0,Documentary,,,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt3025936,The Journey,2014.0,112.0,Adventure,Drama,Mystery,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt3144678,The Journey,2014.0,103.0,Comedy,Drama,Family,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt4826674,The Journey,2016.0,94.0,Drama,,,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt4900076,The Journey,2015.0,91.0,Comedy,Drama,,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt5270158,The Journey,2015.0,26.0,Documentary,Sport,,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt6067118,The Journey,2013.0,90.0,Biography,Documentary,Drama,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt6213758,The Journey,2017.0,82.0,Drama,Thriller,,59,"Jul 11, 2003",500000,19800,19800,6
The Journey,21940,[18],408616,en,1.893,2017-06-16,6.7,20,tt6956150,The Journey,2017.0,86.18724706088021,Documentary,,,59,"Jul 11, 2003",500000,19800,19800,6
The Judge,11069,[18],205587,en,16.464000000000002,2014-10-10,7.3,2356,tt1872194,The Judge,2014.0,141.0,Crime,Drama,,41,"Oct 10, 2014",50000000,47119388,76119388,10
The Judge,11069,[18],205587,en,16.464000000000002,2014-10-10,7.3,2356,tt6246092,The Judge,2017.0,76.0,Documentary,,,41,"Oct 10, 2014",50000000,47119388,76119388,10
The Jungle Book,17405,"[12, 18, 10751, 14]",278927,en,20.129,2016-04-15,6.8,5257,tt2226178,The Jungle Book,2014.0,64.0,Animation,,,97,"Apr 15, 2016",175000000,364001123,962854547,4
The Jungle Book,17405,"[12, 18, 10751, 14]",278927,en,20.129,2016-04-15,6.8,5257,tt2226178,The Jungle Book,2014.0,64.0,Animation,,,96,"Dec 25, 1994",27000000,44342956,44342956,4
The Jungle Book,17405,"[12, 18, 10751, 14]",278927,en,20.129,2016-04-15,6.8,5257,tt3040964,The Jungle Book,2016.0,106.0,Adventure,Drama,Family,97,"Apr 15, 2016",175000000,364001123,962854547,4
The Jungle Book,17405,"[12, 18, 10751, 14]",278927,en,20.129,2016-04-15,6.8,5257,tt3040964,The Jungle Book,2016.0,106.0,Adventure,Drama,Family,96,"Dec 25, 1994",27000000,44342956,44342956,4
The Karate Kid,76,"[28, 12, 18, 10751]",38575,en,12.255999999999998,2010-06-10,6.3,3140,tt1155076,The Karate Kid,2010.0,140.0,Action,Drama,Family,77,"Jun 11, 2010",40000000,176591618,351774938,6
The Karate Kid,76,"[28, 12, 18, 10751]",38575,en,12.255999999999998,2010-06-10,6.3,3140,tt1155076,The Karate Kid,2010.0,140.0,Action,Drama,Family,63,"Jun 22, 1984",8000000,90815558,90815558,6
The Kid,737,[18],28987,en,2.403,2010-10-31,6.9,12,tt1371160,The Kid,2010.0,111.0,Drama,,,94,"Jul 7, 2000",65000000,69688384,69688384,10
The Kid,737,[18],28987,en,2.403,2010-10-31,6.9,12,tt3439758,The Kid,2015.0,49.0,Comedy,Drama,Family,94,"Jul 7, 2000",65000000,69688384,69688384,10
The Kid,737,[18],28987,en,2.403,2010-10-31,6.9,12,tt4975920,The Kid,2019.0,100.0,Biography,Drama,Western,94,"Jul 7, 2000",65000000,69688384,69688384,10
The Kids Are All Right,211,"[35, 18]",39781,en,8.426,2010-07-09,6.6,854,tt0842926,The Kids Are All Right,2010.0,106.0,Comedy,Drama,Romance,87,"Jul 9, 2010",4000000,20811365,36275469,7
The Killer Inside Me,309,"[80, 18, 53]",37414,en,7.087000000000001,2010-04-27,5.9,304,tt0954947,The Killer Inside Me,2010.0,109.0,Crime,Drama,Horror,11,"Jun 18, 2010",13000000,217277,3617277,4
The Lady in the Van,14354,"[35, 18]",328589,en,9.269,2015-12-04,6.3,393,tt3722070,The Lady in the Van,2015.0,104.0,Biography,Comedy,Drama,47,"Jan 15, 2016",6000000,10021175,42320503,12
The Last Airbender,27,"[28, 12, 10751, 14]",10196,en,16.595,2010-07-01,4.6,2143,tt0938283,The Last Airbender,2010.0,103.0,Action,Adventure,Family,83,"Jul 1, 2010",150000000,131772187,319713881,7
The Last Days on Mars,8079,"[878, 53, 27]",190847,en,8.759,2013-12-06,5.3,407,tt1709143,The Last Days on Mars,2013.0,98.0,Adventure,Horror,Sci-Fi,25,"Dec 6, 2013",10600000,24084,261364,12
The Last Exorcism,165,"[27, 18, 53]",38358,en,9.35,2010-08-27,5.6,519,tt1320244,The Last Exorcism,2010.0,87.0,Drama,Horror,Thriller,15,"Aug 27, 2010",1800000,41034350,70165900,8
The Last Exorcism Part II,8157,"[27, 53, 18]",146203,en,7.561,2013-03-01,4.5,297,tt2034139,The Last Exorcism Part II,2013.0,88.0,Drama,Horror,Thriller,90,"Mar 1, 2013",4000000,15179303,25448707,3
The Last Five Years,14782,"[35, 18, 10402, 10749]",206296,en,5.079,2015-02-13,5.9,230,tt2474024,The Last Five Years,2014.0,94.0,Comedy,Drama,Musical,51,"Feb 13, 2015",2000000,147299,205298,2
The Last Godfather,3736,"[28, 35, 53]",70829,ko,1.4,2011-04-11,4.9,9,tt1584131,The Last Godfather,2010.0,100.0,Comedy,Crime,Romance,41,"Apr 1, 2011",13400000,164247,164247,4
The Last Song,170,"[18, 10751, 10749]",35690,en,9.237,2010-03-31,7.2,2199,tt1294226,The Last Song,2010.0,107.0,Drama,Music,Romance,15,"Mar 31, 2010",20000000,62950384,92678948,3
The Last Stand,7918,"[28, 80, 53]",76640,en,15.894,2013-01-12,5.9,1692,tt1549920,The Last Stand,2013.0,107.0,Action,Thriller,,74,"Jan 18, 2013",30000000,12050299,48330757,1
The Last Stand,7918,"[28, 80, 53]",76640,en,15.894,2013-01-12,5.9,1692,tt8774508,The Last Stand,2019.0,93.0,Drama,,,74,"Jan 18, 2013",30000000,12050299,48330757,1
The Last Witch Hunter,14221,"[14, 28, 12, 878]",274854,en,16.685,2015-10-23,5.8,2193,tt1618442,The Last Witch Hunter,2015.0,106.0,Action,Adventure,Fantasy,96,"Oct 23, 2015",80000000,27367660,130818912,10
The Lazarus Effect,2287,[],184342,en,0.6,2010-02-09,4.8,3,tt2918436,The Lazarus Effect,2015.0,83.0,Horror,Mystery,Sci-Fi,76,"Feb 27, 2015",5000000,25801570,38359310,2
The Legend of Hercules,11096,"[28, 12]",188207,en,13.754000000000001,2014-01-10,4.5,805,tt1043726,The Legend of Hercules,2014.0,99.0,Action,Adventure,Fantasy,42,"Jan 10, 2014",70000000,18848538,58953319,1
The Legend of Tarzan,17460,"[28, 12]",258489,en,14.797,2016-07-01,5.8,4102,tt0918940,The Legend of Tarzan,2016.0,110.0,Action,Adventure,Drama,88,"Jul 1, 2016",180000000,126643061,348902025,7
The Lego Batman Movie,20665,"[28, 16, 35, 10751, 14]",324849,en,19.352,2017-02-10,7.2,2882,tt4116284,The Lego Batman Movie,2017.0,104.0,Action,Animation,Comedy,41,"Feb 10, 2017",80000000,175750384,310660018,2
The Lego Movie,11052,"[12, 16, 35, 10751, 14]",137106,en,19.375,2014-02-07,7.4,4839,tt1490017,The Lego Movie,2014.0,100.0,Action,Adventure,Animation,44,"Feb 7, 2014",60000000,257784718,457729388,2
The Lego Ninjago Movie,20717,"[28, 16, 12, 10751]",274862,en,14.607000000000001,2017-09-22,6.3,424,tt3014284,The Lego Ninjago Movie,2017.0,101.0,Action,Adventure,Animation,20,"Sep 22, 2017",70000000,59281555,122737201,9
The Light Between Oceans,17387,"[18, 10749]",283552,en,29.886999999999997,2016-09-02,7.1,831,tt2547584,The Light Between Oceans,2016.0,133.0,Drama,Romance,,34,"Sep 2, 2016",20000000,12545979,22281732,9
The Lincoln Lawyer,2575,"[80, 18, 53]",50348,en,11.812000000000001,2011-03-18,7.1,1525,tt1189340,The Lincoln Lawyer,2011.0,118.0,Crime,Drama,Thriller,25,"Mar 18, 2011",40000000,58009200,87145086,3
The Lion King,2472,"[10751, 16, 18]",8587,en,28.583000000000002,1994-06-23,8.2,10160,tt6105098,The Lion King,2019.0,86.18724706088021,Adventure,Animation,Drama,9,"Jun 15, 1994",79300000,421785283,986214868,6
The Lion of Judah,3741,"[12, 16, 35, 10751]",46256,en,1.4,2011-06-03,4.5,3,tt1212022,The Lion of Judah,2011.0,87.0,Animation,,,12,"Jun 3, 2011",1500000,0,0,6
The Lion of Judah,3741,"[12, 16, 35, 10751]",46256,en,1.4,2011-06-03,4.5,3,tt2255997,The Lion of Judah,2012.0,60.0,Biography,Documentary,War,12,"Jun 3, 2011",1500000,0,0,6
